project_id,constituency,work_description,vendor_id,vendor_bank_acc,vendor_ip_address,sanctioned_amount_inr,invoiced_amount_inr,latitude,longitude,sanction_date,is_fraud_label,anomaly_reason
MPLAD_2026_10162,Satara,Installation of Solar Streetlights,VEND_1039,BANK_ACC_22156,192.168.1.27,894321,894321,18.408738,73.77286,2025-08-17,0,None
MPLAD_2026_10163,Nashik,Concrete Road Construction,VEND_1028,BANK_ACC_87236,192.168.1.19,1181479,1181479,18.461894,73.861725,2025-04-11,0,None
MPLAD_2026_10164,Kolhapur,Supply of Benches to Public Park,VEND_1036,BANK_ACC_38221,192.168.1.220,2047999,2047999,18.456354,73.776374,2025-03-25,0,None
MPLAD_2026_10165,Thane,Installation of Solar Streetlights,VEND_1038,BANK_ACC_23396,192.168.1.223,780485,780485,18.410436,73.796118,2025-02-23,0,None
MPLAD_2026_10166,Nagpur,Public Library Building,VEND_1007,BANK_ACC_77777,192.168.1.99,1395640,3824707,18.489864,73.802671,2025-02-17,1,Vendor Cartel Cluster
MPLAD_2026_10167,Satara,Drinking Water Pipeline Installation,VEND_1022,BANK_ACC_36062,192.168.1.228,311862,311862,18.479291,73.774792,2025-02-12,0,None
MPLAD_2026_10168,Kolhapur,Installation of Solar Streetlights,VEND_1001,BANK_ACC_24592,192.168.1.26,1536661,1536661,18.567835,73.829992,2025-03-13,0,None
MPLAD_2026_10169,Pune,Concrete Road Construction,VEND_1030,BANK_ACC_10851,192.168.1.171,782138,782138,18.493822,73.82307,2025-01-11,0,None
MPLAD_2026_10170,Kolhapur,Installation of Solar Streetlights,VEND_1009,BANK_ACC_81482,192.168.1.188,2413634,2413634,18.555235,73.747528,2025-05-04,0,None
MPLAD_2026_10171,Sangli,Supply of Benches to Public Park,VEND_1039,BANK_ACC_22156,192.168.1.27,2117273,7950426,18.499966,73.807211,2025-10-23,1,Price Inflation Outlier
MPLAD_2026_10172,Satara,Supply of Benches to Public Park,VEND_1009,BANK_ACC_81482,192.168.1.188,1421683,1421683,18.522962,73.748113,2025-12-08,0,None
MPLAD_2026_10173,Nagpur,Construction of Community Hall,VEND_1033,BANK_ACC_54597,192.168.1.76,1712481,5632502,18.501466,73.897666,2025-07-20,1,Price Inflation Outlier
MPLAD_2026_10174,Thane,Drinking Water Pipeline Installation,VEND_1002,BANK_ACC_13278,192.168.1.93,1822697,1822697,18.45073,73.703248,2025-06-27,0,None
MPLAD_2026_10175,Satara,Supply of Benches to Public Park,VEND_1006,BANK_ACC_77777,192.168.1.99,1594684,1594684,18.47046,73.767709,2025-12-18,1,Vendor Cartel Cluster
MPLAD_2026_10176,Sangli,Supply of Benches to Public Park,VEND_1030,BANK_ACC_10851,192.168.1.171,964529,964529,18.41262,73.855238,2025-06-01,0,None
MPLAD_2026_10177,Satara,Construction of Community Hall,VEND_1012,BANK_ACC_65302,192.168.1.33,375766,375766,18.462015,73.779645,2025-09-01,0,None
MPLAD_2026_10178,Kolhapur,Construction of Community Hall,VEND_1012,BANK_ACC_65302,192.168.1.33,1400036,1400036,18.556168,73.87316,2025-03-06,0,None
MPLAD_2026_10179,Thane,Concrete Road Construction,VEND_1027,BANK_ACC_68878,192.168.1.182,1877812,1877812,18.578927,73.777329,2025-09-13,0,None
MPLAD_2026_10180,Nagpur,Drinking Water Pipeline Installation,VEND_1023,BANK_ACC_95181,192.168.1.222,2378000,2378000,18.416522,73.7849,2025-04-04,0,None
MPLAD_2026_10181,Nashik,Concrete Road Construction,VEND_1020,BANK_ACC_13478,192.168.1.162,630326,2200706,18.461299,73.820524,2025-12-21,1,Price Inflation Outlier
MPLAD_2026_10182,Sangli,Concrete Road Construction,VEND_1028,BANK_ACC_87236,192.168.1.19,377650,377650,18.582321,73.82297,2025-11-25,0,None
MPLAD_2026_10183,Thane,Construction of Community Hall,VEND_1004,BANK_ACC_42098,192.168.1.90,1903769,1903769,18.560219,73.835882,2025-03-16,0,None
MPLAD_2026_10184,Thane,Public Library Building,VEND_1028,BANK_ACC_87236,192.168.1.19,345957,345957,18.447199,73.829033,2025-10-19,0,None
MPLAD_2026_10185,Pune,Public Library Building,VEND_1009,BANK_ACC_81482,192.168.1.188,2087112,2087112,18.474403,73.852617,2025-09-30,0,None
MPLAD_2026_10186,Kolhapur,Drinking Water Pipeline Installation,VEND_1020,BANK_ACC_13478,192.168.1.162,1368909,1368909,18.42269,73.847135,2025-07-19,0,None
MPLAD_2026_10187,Nashik,Construction of Community Hall,VEND_1016,BANK_ACC_38657,192.168.1.22,1291734,1291734,18.442914,73.822375,2025-09-10,0,None
MPLAD_2026_10188,Satara,Construction of Community Hall,VEND_1008,BANK_ACC_98696,192.168.1.13,510596,510596,18.579736,73.789022,2025-12-17,0,None
MPLAD_2026_10189,Thane,Concrete Road Construction,VEND_1022,BANK_ACC_36062,192.168.1.228,472374,472374,18.458072,73.759991,2025-12-31,0,None
MPLAD_2026_10190,Nagpur,Supply of Benches to Public Park,VEND_1011,BANK_ACC_87397,192.168.1.139,1716208,1716208,18.424272,73.740196,2025-09-11,0,None
MPLAD_2026_10191,Pune,Concrete Road Construction,VEND_1035,BANK_ACC_30379,192.168.1.22,1747325,1747325,18.596602,73.725954,2025-02-04,0,None
MPLAD_2026_10192,Kolhapur,Drinking Water Pipeline Installation,VEND_1030,BANK_ACC_10851,192.168.1.171,2404927,2404927,18.481887,73.81498,2025-06-13,0,None
MPLAD_2026_10193,Nagpur,Construction of Community Hall,VEND_1028,BANK_ACC_87236,192.168.1.19,2153846,2153846,18.468903,73.875592,2025-11-25,0,None
MPLAD_2026_10194,Nashik,Installation of Solar Streetlights,VEND_1008,BANK_ACC_98696,192.168.1.13,2014532,2014532,18.573642,73.866278,2025-06-06,0,None
MPLAD_2026_10195,Satara,Installation of Solar Streetlights,VEND_1020,BANK_ACC_13478,192.168.1.162,1145690,1145690,18.588181,73.878985,2025-05-10,0,None
MPLAD_2026_10196,Satara,Supply of Benches to Public Park,VEND_1035,BANK_ACC_30379,192.168.1.22,1351131,1351131,18.460565,73.806696,2025-03-29,0,None
MPLAD_2026_10197,Nashik,Public Library Building,VEND_1009,BANK_ACC_81482,192.168.1.188,918067,918067,18.544127,73.821028,2025-10-17,0,None
MPLAD_2026_10198,Pune,Construction of Community Hall,VEND_1005,BANK_ACC_77777,192.168.1.99,390680,390680,18.554204,73.752931,2025-10-21,1,Vendor Cartel Cluster
MPLAD_2026_10199,Sangli,Public Library Building,VEND_1001,BANK_ACC_24592,192.168.1.26,2288923,2288923,18.509115,73.828381,2025-05-07,0,None
MPLAD_2026_10200,Thane,Supply of Benches to Public Park,VEND_1025,BANK_ACC_64987,192.168.1.149,1447528,1447528,18.537723,73.731616,2025-08-27,0,None
MPLAD_2026_10201,Satara,Concrete Road Construction,VEND_1038,BANK_ACC_23396,192.168.1.223,802590,802590,18.543673,73.84684,2025-07-25,0,None
MPLAD_2026_10202,Satara,Concrete Road Construction,VEND_1032,BANK_ACC_65392,192.168.1.199,645367,645367,18.493295,73.753494,2025-02-20,0,None
MPLAD_2026_10203,Pune,Concrete Road Construction,VEND_1024,BANK_ACC_81426,192.168.1.94,1953784,1953784,18.573062,73.73194,2025-10-24,0,None
MPLAD_2026_10204,Nagpur,Concrete Road Construction,VEND_1012,BANK_ACC_65302,192.168.1.33,868330,868330,18.502945,73.799752,2025-01-13,0,None
MPLAD_2026_10205,Pune,Drinking Water Pipeline Installation,VEND_1032,BANK_ACC_65392,192.168.1.199,2117764,2117764,28.598979,77.276468,2025-12-02,1,GPS Geofence Violation
MPLAD_2026_10206,Nagpur,Drinking Water Pipeline Installation,VEND_1018,BANK_ACC_76237,192.168.1.77,2451044,6522830,18.426787,73.752895,2025-07-27,1,Price Inflation Outlier
MPLAD_2026_10207,Kolhapur,Construction of Community Hall,VEND_1025,BANK_ACC_64987,192.168.1.149,414570,414570,28.600851,77.252881,2025-05-25,1,GPS Geofence Violation
MPLAD_2026_10208,Thane,Public Library Building,VEND_1039,BANK_ACC_22156,192.168.1.27,698329,698329,18.419336,73.77464,2025-10-14,0,None
MPLAD_2026_10209,Kolhapur,Installation of Solar Streetlights,VEND_1012,BANK_ACC_65302,192.168.1.33,2335414,2335414,18.408051,73.707783,2025-09-01,0,None
MPLAD_2026_10210,Nashik,Drinking Water Pipeline Installation,VEND_1009,BANK_ACC_81482,192.168.1.188,2362187,2362187,18.586274,73.763706,2025-11-13,0,None
MPLAD_2026_10211,Nagpur,Concrete Road Construction,VEND_1037,BANK_ACC_54118,192.168.1.61,1610852,1610852,18.501943,73.797969,2025-09-02,0,None
MPLAD_2026_10212,Thane,Construction of Community Hall,VEND_1023,BANK_ACC_95181,192.168.1.222,1589319,1589319,18.59598,73.81674,2025-12-20,0,None
MPLAD_2026_10213,Nagpur,Construction of Community Hall,VEND_1038,BANK_ACC_23396,192.168.1.223,2190575,2190575,18.531118,73.894411,2025-04-28,0,None
MPLAD_2026_10214,Nagpur,Construction of Community Hall,VEND_1037,BANK_ACC_54118,192.168.1.61,2215148,2215148,18.525805,73.823947,2025-03-18,0,None
MPLAD_2026_10215,Thane,Supply of Benches to Public Park,VEND_1015,BANK_ACC_22280,192.168.1.98,332416,332416,18.540104,73.738157,2025-08-04,0,None
MPLAD_2026_10216,Satara,Drinking Water Pipeline Installation,VEND_1013,BANK_ACC_14165,192.168.1.251,1921247,1921247,18.522296,73.794321,2025-02-02,0,None
MPLAD_2026_10217,Nagpur,Installation of Solar Streetlights,VEND_1033,BANK_ACC_54597,192.168.1.76,1069654,1069654,18.599625,73.795674,2025-03-31,0,None
MPLAD_2026_10218,Sangli,Public Library Building,VEND_1021,BANK_ACC_83563,192.168.1.160,2491235,2491235,18.554398,73.844185,2025-12-22,0,None
MPLAD_2026_10219,Kolhapur,Public Library Building,VEND_1030,BANK_ACC_10851,192.168.1.171,1006414,1006414,18.455801,73.7597,2025-06-03,0,None
MPLAD_2026_10220,Thane,Concrete Road Construction,VEND_1013,BANK_ACC_14165,192.168.1.251,2251027,2251027,18.469761,73.88674,2025-05-22,0,None
MPLAD_2026_10221,Kolhapur,Construction of Community Hall,VEND_1036,BANK_ACC_38221,192.168.1.220,2478307,2478307,18.596032,73.863675,2025-03-17,0,None
MPLAD_2026_10222,Kolhapur,Construction of Community Hall,VEND_1018,BANK_ACC_76237,192.168.1.77,531473,531473,18.488475,73.751289,2025-04-15,0,None
MPLAD_2026_10223,Thane,Public Library Building,VEND_1017,BANK_ACC_40495,192.168.1.143,1339263,1339263,18.523135,73.817366,2025-12-10,0,None
MPLAD_2026_10224,Nashik,Installation of Solar Streetlights,VEND_1014,BANK_ACC_13905,192.168.1.238,420163,420163,18.466059,73.794481,2025-03-13,0,None
MPLAD_2026_10225,Pune,Public Library Building,VEND_1010,BANK_ACC_21395,192.168.1.119,1906693,1906693,18.576129,73.79514,2025-05-29,0,None
MPLAD_2026_10226,Kolhapur,Concrete Road Construction,VEND_1003,BANK_ACC_46048,192.168.1.218,575225,575225,18.446444,73.847737,2025-01-21,0,None
MPLAD_2026_10227,Satara,Drinking Water Pipeline Installation,VEND_1011,BANK_ACC_87397,192.168.1.139,352420,352420,18.479399,73.799077,2025-05-30,0,None
MPLAD_2026_10228,Pune,Construction of Community Hall,VEND_1019,BANK_ACC_88907,192.168.1.214,650051,650051,18.467008,73.79087,2025-09-27,0,None
MPLAD_2026_10229,Sangli,Installation of Solar Streetlights,VEND_1032,BANK_ACC_65392,192.168.1.199,2163021,2163021,18.561763,73.766137,2025-11-29,0,None
MPLAD_2026_10230,Kolhapur,Supply of Benches to Public Park,VEND_1011,BANK_ACC_87397,192.168.1.139,259073,259073,18.558154,73.813556,2025-04-01,0,None
MPLAD_2026_10231,Nashik,Supply of Benches to Public Park,VEND_1025,BANK_ACC_64987,192.168.1.149,1993917,1993917,18.417348,73.833851,2025-03-14,0,None
MPLAD_2026_10232,Sangli,Concrete Road Construction,VEND_1015,BANK_ACC_22280,192.168.1.98,228647,228647,18.447104,73.850751,2025-06-05,0,None
MPLAD_2026_10233,Nashik,Supply of Benches to Public Park,VEND_1036,BANK_ACC_38221,192.168.1.220,247964,247964,18.47191,73.747261,2025-08-28,0,None
MPLAD_2026_10234,Kolhapur,Installation of Solar Streetlights,VEND_1025,BANK_ACC_64987,192.168.1.149,2307723,2307723,18.57756,73.853968,2025-11-25,0,None
MPLAD_2026_10235,Kolhapur,Concrete Road Construction,VEND_1039,BANK_ACC_22156,192.168.1.27,1126308,1126308,18.426714,73.730637,2025-11-08,0,None
MPLAD_2026_10236,Kolhapur,Drinking Water Pipeline Installation,VEND_1035,BANK_ACC_30379,192.168.1.22,2174796,2174796,18.560399,73.865121,2025-12-16,0,None
MPLAD_2026_10237,Thane,Public Library Building,VEND_1005,BANK_ACC_77777,192.168.1.99,2404134,2404134,18.540753,73.715621,2025-02-02,1,Vendor Cartel Cluster
MPLAD_2026_10238,Thane,Public Library Building,VEND_1032,BANK_ACC_65392,192.168.1.199,1047906,1047906,18.42997,73.765624,2025-03-02,0,None
MPLAD_2026_10239,Nagpur,Installation of Solar Streetlights,VEND_1037,BANK_ACC_54118,192.168.1.61,2250293,7348473,18.561738,73.790686,2025-08-23,1,Price Inflation Outlier
MPLAD_2026_10240,Nashik,Construction of Community Hall,VEND_1035,BANK_ACC_30379,192.168.1.22,2139355,2139355,18.461634,73.704354,2025-01-03,0,None
MPLAD_2026_10241,Nagpur,Installation of Solar Streetlights,VEND_1037,BANK_ACC_54118,192.168.1.61,506308,1527426,18.412752,73.898825,2025-02-06,1,Price Inflation Outlier
MPLAD_2026_10242,Sangli,Construction of Community Hall,VEND_1018,BANK_ACC_76237,192.168.1.77,1914912,1914912,18.427086,73.828305,2025-08-05,0,None
MPLAD_2026_10243,Kolhapur,Drinking Water Pipeline Installation,VEND_1028,BANK_ACC_87236,192.168.1.19,1783334,1783334,18.536546,73.832359,2025-12-02,0,None
MPLAD_2026_10244,Thane,Concrete Road Construction,VEND_1007,BANK_ACC_77777,192.168.1.99,948572,948572,18.478612,73.725469,2025-01-03,1,Vendor Cartel Cluster
MPLAD_2026_10245,Thane,Construction of Community Hall,VEND_1019,BANK_ACC_88907,192.168.1.214,2141979,2141979,18.508889,73.806387,2025-05-08,0,None
MPLAD_2026_10246,Sangli,Concrete Road Construction,VEND_1009,BANK_ACC_81482,192.168.1.188,1356158,1356158,28.63204,77.222985,2025-01-10,1,GPS Geofence Violation
MPLAD_2026_10247,Satara,Installation of Solar Streetlights,VEND_1004,BANK_ACC_42098,192.168.1.90,623191,623191,18.489288,73.834405,2025-05-07,0,None
MPLAD_2026_10248,Nagpur,Construction of Community Hall,VEND_1025,BANK_ACC_64987,192.168.1.149,2041143,2041143,28.600779,77.157853,2025-10-23,1,GPS Geofence Violation
MPLAD_2026_10249,Kolhapur,Public Library Building,VEND_1038,BANK_ACC_23396,192.168.1.223,1544966,1544966,18.575252,73.897139,2025-08-01,0,None
MPLAD_2026_10250,Kolhapur,Concrete Road Construction,VEND_1003,BANK_ACC_46048,192.168.1.218,934561,934561,18.48544,73.799124,2025-11-27,0,None
MPLAD_2026_10251,Nagpur,Drinking Water Pipeline Installation,VEND_1033,BANK_ACC_54597,192.168.1.76,1536869,1536869,18.481652,73.759978,2025-10-04,0,None
MPLAD_2026_10252,Sangli,Installation of Solar Streetlights,VEND_1014,BANK_ACC_13905,192.168.1.238,1461379,1461379,28.582535,77.183302,2025-09-30,1,GPS Geofence Violation
MPLAD_2026_10253,Satara,Drinking Water Pipeline Installation,VEND_1015,BANK_ACC_22280,192.168.1.98,1269529,1269529,18.529341,73.884445,2025-02-18,0,None
MPLAD_2026_10254,Nashik,Supply of Benches to Public Park,VEND_1012,BANK_ACC_65302,192.168.1.33,416160,416160,18.534734,73.820584,2025-04-08,0,None
MPLAD_2026_10255,Thane,Public Library Building,VEND_1035,BANK_ACC_30379,192.168.1.22,1110233,1110233,18.573895,73.766593,2025-01-09,0,None
MPLAD_2026_10256,Satara,Installation of Solar Streetlights,VEND_1007,BANK_ACC_77777,192.168.1.99,2208739,2208739,18.539125,73.840754,2025-05-04,1,Vendor Cartel Cluster
MPLAD_2026_10257,Nashik,Concrete Road Construction,VEND_1018,BANK_ACC_76237,192.168.1.77,1796611,1796611,18.529744,73.761684,2025-09-13,0,None
MPLAD_2026_10258,Sangli,Construction of Community Hall,VEND_1030,BANK_ACC_10851,192.168.1.171,1543155,1543155,18.474141,73.782786,2025-04-25,0,None
MPLAD_2026_10259,Nagpur,Installation of Solar Streetlights,VEND_1001,BANK_ACC_24592,192.168.1.26,1293765,1293765,18.516806,73.844002,2025-04-12,0,None
MPLAD_2026_10260,Kolhapur,Installation of Solar Streetlights,VEND_1024,BANK_ACC_81426,192.168.1.94,1230666,1230666,18.530922,73.836969,2025-09-09,0,None
MPLAD_2026_10261,Nagpur,Supply of Benches to Public Park,VEND_1031,BANK_ACC_30926,192.168.1.60,2132856,2132856,18.558995,73.733853,2025-09-09,0,None
MPLAD_2026_10262,Satara,Public Library Building,VEND_1003,BANK_ACC_46048,192.168.1.218,2397582,9038994,18.589038,73.833643,2025-08-01,1,Price Inflation Outlier
MPLAD_2026_10263,Satara,Supply of Benches to Public Park,VEND_1014,BANK_ACC_13905,192.168.1.238,485078,485078,18.401828,73.801147,2025-11-14,0,None
MPLAD_2026_10264,Nagpur,Supply of Benches to Public Park,VEND_1039,BANK_ACC_22156,192.168.1.27,2226705,2226705,18.403146,73.806442,2025-01-10,0,None
MPLAD_2026_10265,Nashik,Supply of Benches to Public Park,VEND_1017,BANK_ACC_40495,192.168.1.143,2447048,2447048,18.403429,73.862631,2025-04-03,0,None
MPLAD_2026_10266,Pune,Construction of Community Hall,VEND_1033,BANK_ACC_54597,192.168.1.76,824521,824521,18.523956,73.750484,2025-07-24,0,None
MPLAD_2026_10267,Pune,Concrete Road Construction,VEND_1025,BANK_ACC_64987,192.168.1.149,2125176,2125176,18.598047,73.745171,2025-02-12,0,None
MPLAD_2026_10268,Nagpur,Supply of Benches to Public Park,VEND_1002,BANK_ACC_13278,192.168.1.93,592169,592169,18.475434,73.795201,2025-12-27,0,None
MPLAD_2026_10269,Satara,Construction of Community Hall,VEND_1031,BANK_ACC_30926,192.168.1.60,2019948,2019948,18.466254,73.895466,2025-09-29,0,None
MPLAD_2026_10270,Pune,Installation of Solar Streetlights,VEND_1013,BANK_ACC_14165,192.168.1.251,2194392,2194392,18.584832,73.836886,2025-10-07,0,None
MPLAD_2026_10271,Nashik,Supply of Benches to Public Park,VEND_1002,BANK_ACC_13278,192.168.1.93,952267,952267,18.462897,73.892294,2026-01-01,0,None
MPLAD_2026_10272,Thane,Drinking Water Pipeline Installation,VEND_1004,BANK_ACC_42098,192.168.1.90,1455258,1455258,18.448094,73.86693,2025-10-05,0,None
MPLAD_2026_10273,Kolhapur,Drinking Water Pipeline Installation,VEND_1008,BANK_ACC_98696,192.168.1.13,528949,528949,18.594865,73.710739,2025-02-09,0,None
MPLAD_2026_10274,Kolhapur,Public Library Building,VEND_1039,BANK_ACC_22156,192.168.1.27,1863893,1863893,18.465275,73.826825,2025-08-20,0,None
MPLAD_2026_10275,Sangli,Installation of Solar Streetlights,VEND_1022,BANK_ACC_36062,192.168.1.228,1774654,1774654,18.535939,73.832134,2025-11-14,0,None
MPLAD_2026_10276,Kolhapur,Installation of Solar Streetlights,VEND_1004,BANK_ACC_42098,192.168.1.90,544092,544092,18.476,73.856778,2025-07-20,0,None
MPLAD_2026_10277,Kolhapur,Concrete Road Construction,VEND_1006,BANK_ACC_77777,192.168.1.99,583864,1729639,18.471983,73.753953,2025-04-07,1,Vendor Cartel Cluster
MPLAD_2026_10278,Sangli,Drinking Water Pipeline Installation,VEND_1035,BANK_ACC_30379,192.168.1.22,2349332,2349332,18.405252,73.770783,2025-11-04,0,None
MPLAD_2026_10279,Thane,Concrete Road Construction,VEND_1024,BANK_ACC_81426,192.168.1.94,251760,251760,18.47756,73.71694,2025-05-06,0,None
MPLAD_2026_10280,Nashik,Public Library Building,VEND_1010,BANK_ACC_21395,192.168.1.119,1796905,1796905,18.453784,73.753681,2025-03-28,0,None
MPLAD_2026_10281,Sangli,Concrete Road Construction,VEND_1026,BANK_ACC_38893,192.168.1.51,1457252,1457252,18.415384,73.75034,2025-11-18,0,None
MPLAD_2026_10282,Sangli,Public Library Building,VEND_1039,BANK_ACC_22156,192.168.1.27,1020188,1020188,18.427098,73.701353,2025-11-15,0,None
MPLAD_2026_10283,Sangli,Concrete Road Construction,VEND_1028,BANK_ACC_87236,192.168.1.19,1603985,1603985,18.564707,73.830207,2025-06-04,0,None
MPLAD_2026_10284,Kolhapur,Public Library Building,VEND_1012,BANK_ACC_65302,192.168.1.33,2209112,2209112,18.592915,73.893745,2025-12-23,0,None
MPLAD_2026_10285,Nagpur,Drinking Water Pipeline Installation,VEND_1036,BANK_ACC_38221,192.168.1.220,1216801,1216801,18.45606,73.857173,2025-10-17,0,None
MPLAD_2026_10286,Satara,Public Library Building,VEND_1034,BANK_ACC_46421,192.168.1.254,954669,954669,18.51002,73.890601,2025-12-30,0,None
MPLAD_2026_10287,Satara,Drinking Water Pipeline Installation,VEND_1018,BANK_ACC_76237,192.168.1.77,490072,490072,18.559131,73.781828,2025-11-22,0,None
MPLAD_2026_10288,Kolhapur,Installation of Solar Streetlights,VEND_1016,BANK_ACC_38657,192.168.1.22,846523,846523,18.557815,73.714793,2025-09-04,0,None
MPLAD_2026_10289,Nashik,Drinking Water Pipeline Installation,VEND_1034,BANK_ACC_46421,192.168.1.254,2324887,2324887,28.693686,77.240327,2025-10-03,1,GPS Geofence Violation
MPLAD_2026_10290,Nashik,Supply of Benches to Public Park,VEND_1005,BANK_ACC_77777,192.168.1.99,658728,658728,18.53152,73.771002,2025-01-24,1,Vendor Cartel Cluster
MPLAD_2026_10291,Nashik,Supply of Benches to Public Park,VEND_1025,BANK_ACC_64987,192.168.1.149,1590817,1590817,18.486091,73.70211,2025-09-20,0,None
MPLAD_2026_10292,Nagpur,Public Library Building,VEND_1035,BANK_ACC_30379,192.168.1.22,1127074,1127074,18.478227,73.854468,2025-09-15,0,None
MPLAD_2026_10293,Satara,Concrete Road Construction,VEND_1001,BANK_ACC_24592,192.168.1.26,2224888,2224888,18.483195,73.892346,2025-03-15,0,None
MPLAD_2026_10294,Kolhapur,Concrete Road Construction,VEND_1021,BANK_ACC_83563,192.168.1.160,2109803,2109803,18.504223,73.76966,2025-12-24,0,None
MPLAD_2026_10295,Sangli,Concrete Road Construction,VEND_1004,BANK_ACC_42098,192.168.1.90,1459398,5204459,18.404517,73.768616,2025-03-27,1,Price Inflation Outlier
MPLAD_2026_10296,Nagpur,Installation of Solar Streetlights,VEND_1033,BANK_ACC_54597,192.168.1.76,931709,931709,18.466198,73.785274,2025-07-28,0,None
MPLAD_2026_10297,Nagpur,Installation of Solar Streetlights,VEND_1011,BANK_ACC_87397,192.168.1.139,2012503,2012503,18.547478,73.876619,2025-08-09,0,None
MPLAD_2026_10298,Sangli,Construction of Community Hall,VEND_1013,BANK_ACC_14165,192.168.1.251,1063122,1063122,18.540752,73.859202,2025-10-03,0,None
MPLAD_2026_10299,Satara,Concrete Road Construction,VEND_1020,BANK_ACC_13478,192.168.1.162,1026589,1026589,18.452471,73.872527,2025-11-25,0,None
MPLAD_2026_10300,Kolhapur,Public Library Building,VEND_1024,BANK_ACC_81426,192.168.1.94,1846448,1846448,18.469585,73.869104,2025-12-12,0,None
MPLAD_2026_10301,Nagpur,Concrete Road Construction,VEND_1039,BANK_ACC_22156,192.168.1.27,555475,555475,18.462637,73.747715,2025-07-12,0,None
MPLAD_2026_10302,Nagpur,Installation of Solar Streetlights,VEND_1032,BANK_ACC_65392,192.168.1.199,1829333,1829333,18.427573,73.776742,2025-11-23,0,None
MPLAD_2026_10303,Nashik,Supply of Benches to Public Park,VEND_1011,BANK_ACC_87397,192.168.1.139,899884,899884,18.428059,73.762916,2025-01-29,0,None
MPLAD_2026_10304,Thane,Concrete Road Construction,VEND_1000,BANK_ACC_93810,192.168.1.99,2232597,2232597,18.563043,73.892766,2025-09-12,0,None
MPLAD_2026_10305,Sangli,Supply of Benches to Public Park,VEND_1031,BANK_ACC_30926,192.168.1.60,1943280,1943280,18.48877,73.733451,2025-04-24,0,None
MPLAD_2026_10306,Kolhapur,Construction of Community Hall,VEND_1017,BANK_ACC_40495,192.168.1.143,1143061,1143061,18.433642,73.791464,2025-09-12,0,None
MPLAD_2026_10307,Nashik,Public Library Building,VEND_1007,BANK_ACC_77777,192.168.1.99,679017,679017,18.508621,73.898179,2025-01-23,1,Vendor Cartel Cluster
MPLAD_2026_10308,Thane,Supply of Benches to Public Park,VEND_1028,BANK_ACC_87236,192.168.1.19,2491571,2491571,18.485031,73.847198,2025-05-08,0,None
MPLAD_2026_10309,Kolhapur,Construction of Community Hall,VEND_1028,BANK_ACC_87236,192.168.1.19,1302326,1302326,18.563346,73.787814,2025-05-03,0,None
MPLAD_2026_10310,Satara,Supply of Benches to Public Park,VEND_1037,BANK_ACC_54118,192.168.1.61,1670652,1670652,18.522052,73.785633,2025-04-17,0,None
MPLAD_2026_10311,Thane,Installation of Solar Streetlights,VEND_1003,BANK_ACC_46048,192.168.1.218,1671426,1671426,18.519372,73.733675,2025-05-31,0,None
MPLAD_2026_10312,Kolhapur,Public Library Building,VEND_1017,BANK_ACC_40495,192.168.1.143,2357612,2357612,18.53586,73.719045,2025-07-31,0,None
MPLAD_2026_10313,Pune,Concrete Road Construction,VEND_1008,BANK_ACC_98696,192.168.1.13,756545,756545,18.542279,73.865696,2025-12-14,0,None
MPLAD_2026_10314,Sangli,Drinking Water Pipeline Installation,VEND_1009,BANK_ACC_81482,192.168.1.188,1327081,1327081,18.475034,73.715103,2025-02-18,0,None
MPLAD_2026_10315,Sangli,Public Library Building,VEND_1017,BANK_ACC_40495,192.168.1.143,1747996,1747996,18.497609,73.816391,2025-02-18,0,None
MPLAD_2026_10316,Nagpur,Drinking Water Pipeline Installation,VEND_1022,BANK_ACC_36062,192.168.1.228,465628,465628,18.479543,73.893626,2025-09-12,0,None
MPLAD_2026_10317,Kolhapur,Concrete Road Construction,VEND_1018,BANK_ACC_76237,192.168.1.77,1616647,1616647,18.426119,73.870485,2025-12-17,0,None
MPLAD_2026_10318,Thane,Construction of Community Hall,VEND_1002,BANK_ACC_13278,192.168.1.93,617646,617646,18.56734,73.703256,2025-03-23,0,None
MPLAD_2026_10319,Sangli,Drinking Water Pipeline Installation,VEND_1000,BANK_ACC_93810,192.168.1.99,1994320,1994320,18.537718,73.726383,2025-03-24,0,None
MPLAD_2026_10320,Thane,Concrete Road Construction,VEND_1005,BANK_ACC_77777,192.168.1.99,1711775,1711775,18.474369,73.88076,2025-07-23,1,Vendor Cartel Cluster
MPLAD_2026_10321,Nagpur,Concrete Road Construction,VEND_1014,BANK_ACC_13905,192.168.1.238,2000325,2000325,18.54074,73.700217,2025-03-10,0,None
MPLAD_2026_10322,Nashik,Installation of Solar Streetlights,VEND_1033,BANK_ACC_54597,192.168.1.76,2066745,7323295,18.563422,73.897631,2025-03-10,1,Price Inflation Outlier
MPLAD_2026_10323,Sangli,Construction of Community Hall,VEND_1014,BANK_ACC_13905,192.168.1.238,1806711,6700974,18.42064,73.773512,2025-07-16,1,Price Inflation Outlier
MPLAD_2026_10324,Thane,Installation of Solar Streetlights,VEND_1009,BANK_ACC_81482,192.168.1.188,486939,486939,18.401695,73.830004,2025-04-21,0,None
MPLAD_2026_10325,Nagpur,Supply of Benches to Public Park,VEND_1009,BANK_ACC_81482,192.168.1.188,1926836,1926836,18.488477,73.743449,2025-03-14,0,None
