project_id,state,district,parliamentary_constituency,implementing_agency,road_type,road_length_km,estimated_cost_lakh,actual_expenditure_lakh,planned_duration_days,actual_duration_days,project_start_date,project_completion_date,latitude,longitude,project_status,ground_truth_anomaly
MPLADS-RD-00148,Karnataka,Hubballi-Dharwad,Dharwad,Panchayati Raj Engineering Department,Urban Internal Road,2.34,36.39,35.38,45,50,2021-06-07,2021-07-27,15.211027,75.162163,Completed,0
MPLADS-RD-00149,Punjab,Ludhiana,Ludhiana,Zilla Parishad,State Highway Link,9.73,507.79,489.31,99,109,2022-07-30,2022-11-16,30.926393,75.866641,Completed,1
MPLADS-RD-00150,Haryana,Faridabad,Faridabad,CPWD Division,District Road,1.76,13.86,12.91,71,67,2024-10-17,2024-12-23,28.515956,77.401994,Completed,0
MPLADS-RD-00151,Haryana,Gurugram,Gurgaon,District Rural Development Agency (DRDA),Urban Internal Road,1.94,22.91,23.45,45,42,2024-08-31,2024-10-12,28.394629,77.073889,Completed,0
MPLADS-RD-00152,Odisha,Ganjam,Berhampur,Rural Engineering Services,State Highway Link,7.38,86.78,85.85,110,167,2019-07-01,2019-12-15,19.365444,85.018076,Delayed,0
MPLADS-RD-00153,West Bengal,Murshidabad,Baharampur,Block Development Office,Urban Internal Road,2.55,36.29,33.48,66,68,2020-04-12,2020-06-19,24.336869,88.283105,Completed,0
MPLADS-RD-00154,Assam,Dibrugarh,Dibrugarh,District Rural Development Agency (DRDA),Village Road,1.86,9.59,12.25,72,280,2025-04-20,2026-01-25,27.455934,94.900658,Delayed,1
MPLADS-RD-00155,Chhattisgarh,Bilaspur,Bilaspur,Municipal Corporation,District Road,7.87,57.18,62.48,150,215,2024-03-06,2024-10-07,22.032978,82.14863,Delayed,0
MPLADS-RD-00156,Kerala,Ernakulam,Ernakulam,State PWD Division,Village Road,2.04,13.65,14.1,49,69,2020-01-28,2020-04-06,9.970878,76.251241,Delayed,0
MPLADS-RD-00157,Gujarat,Rajkot,Rajkot,Rural Engineering Services,State Highway Link,9.93,170.47,171.51,167,163,2024-08-07,2025-01-17,22.342713,70.759967,Completed,0
MPLADS-RD-00158,Rajasthan,Jaipur,Jaipur,Panchayati Raj Engineering Department,State Highway Link,13.63,146.75,163.6,159,204,2020-04-12,2020-11-02,26.834289,75.769841,Delayed,0
MPLADS-RD-00159,Jharkhand,Ranchi,Ranchi,Municipal Corporation,State Highway Link,4.27,80.53,75.1,81,89,2019-08-12,2019-11-09,23.369117,85.289293,Completed,0
MPLADS-RD-00160,Punjab,Ludhiana,Ludhiana,State PWD Division,Urban Internal Road,1.02,69.98,71.37,72,103,2025-04-16,2025-07-28,30.773206,75.776167,Delayed,1
MPLADS-RD-00161,Karnataka,Hubballi-Dharwad,Dharwad,Municipal Corporation,Rural Link Road,2.6,11.58,10.83,79,87,2021-07-22,2021-10-17,15.459767,75.099032,Completed,0
MPLADS-RD-00162,Rajasthan,Kota,Kota,Zilla Parishad,State Highway Link,12.08,214.98,202.76,177,239,2021-02-25,2021-10-22,25.239904,75.86783,Completed,0
MPLADS-RD-00163,Uttar Pradesh,Lucknow,Lucknow,CPWD Division,Village Road,3.54,14.75,14.88,106,117,2022-07-11,2022-11-05,26.847602,80.938354,Completed,0
MPLADS-RD-00164,Jharkhand,Dhanbad,Dhanbad,Zilla Parishad,Urban Internal Road,1.9,18.87,17.71,58,58,2021-03-21,2021-05-18,23.700999,86.561819,Completed,0
MPLADS-RD-00165,Karnataka,Mysuru,Mysore,Panchayati Raj Engineering Department,Urban Internal Road,2.44,27.98,27.14,74,89,2023-06-19,2023-09-16,12.326608,76.673015,Delayed,0
MPLADS-RD-00166,Haryana,Gurugram,Gurgaon,State PWD Division,Village Road,3.6,17.25,20.6,117,135,2021-03-21,2021-08-03,28.486368,76.967699,Completed,0
MPLADS-RD-00167,Uttarakhand,Nainital,Nainital-Udhamsingh Nagar,Municipal Corporation,State Highway Link,13.98,283.85,255.61,246,258,2022-12-05,2023-08-20,29.456636,79.461835,Completed,0
MPLADS-RD-00168,Tamil Nadu,Coimbatore,Coimbatore,Panchayati Raj Engineering Department,Urban Internal Road,0.3,3.39,3.46,46,57,2020-06-28,2020-08-24,10.893898,76.837623,Completed,0
MPLADS-RD-00169,Punjab,Jalandhar,Jalandhar,Municipal Corporation,Rural Link Road,2.29,13.56,12.27,86,82,2024-01-28,2024-04-19,31.315731,75.604741,Completed,0
MPLADS-RD-00170,Jharkhand,Dhanbad,Dhanbad,Panchayati Raj Engineering Department,Village Road,3.02,11.6,12.27,94,95,2022-11-17,2023-02-20,23.948105,86.433246,Completed,0
MPLADS-RD-00171,Gujarat,Vadodara,Vadodara,Block Development Office,State Highway Link,7.36,442.32,451.15,136,145,2021-05-15,2021-10-07,22.444926,73.310954,Completed,1
MPLADS-RD-00172,Maharashtra,Pune,Pune,Municipal Corporation,Urban Internal Road,2.21,22.22,20.35,58,67,2019-10-29,2020-01-04,18.541163,73.87736,Completed,0
MPLADS-RD-00173,Assam,Jorhat,Jorhat,Municipal Corporation,Urban Internal Road,0.97,16.32,10.2,50,30,2022-10-31,,26.769887,94.096015,Ongoing,0
MPLADS-RD-00174,Jharkhand,Ranchi,Ranchi,Block Development Office,District Road,9.81,124.34,122.16,151,170,2019-10-15,2020-04-02,23.320483,85.347009,Completed,0
MPLADS-RD-00175,Jharkhand,Ranchi,Ranchi,Zilla Parishad,District Road,8.53,98.1,100.3,156,154,2023-05-08,2023-10-09,23.308327,85.305635,Completed,0
MPLADS-RD-00176,Madhya Pradesh,Jabalpur,Jabalpur,CPWD Division,District Road,5.53,56.93,57.55,103,112,2022-01-24,2022-05-16,23.211558,80.055665,Completed,0
MPLADS-RD-00177,Kerala,Thiruvananthapuram,Thiruvananthapuram,Municipal Corporation,District Road,5.02,48.05,49.83,87,81,2023-01-19,2023-04-10,8.502787,76.890072,Completed,0
MPLADS-RD-00178,Karnataka,Kalaburagi,Gulbarga,State PWD Division,Urban Internal Road,0.92,11.57,6.97,45,39,2025-01-16,,17.32929,76.821225,Ongoing,0
MPLADS-RD-00179,Uttar Pradesh,Agra,Agra,Rural Engineering Services,District Road,5.19,55.47,56.32,129,152,2022-04-30,2022-09-29,27.192308,78.058452,Delayed,0
MPLADS-RD-00180,Odisha,Cuttack,Cuttack,Municipal Corporation,District Road,7.98,72.1,120.14,163,148,2020-09-06,2021-02-01,20.472183,86.005104,Completed,1
MPLADS-RD-00181,Assam,Jorhat,Jorhat,Rural Engineering Services,Village Road,1.51,9.14,8.85,48,70,2021-02-08,2021-04-19,26.769736,94.332589,Delayed,0
MPLADS-RD-00182,Kerala,Kozhikode,Kozhikode,Municipal Corporation,Rural Link Road,3.01,20.96,22.6,75,117,2023-07-04,2023-10-29,11.336693,75.879757,Delayed,0
MPLADS-RD-00183,Assam,Kamrup Metropolitan,Guwahati,CPWD Division,District Road,5.86,80.06,82.13,125,157,2022-07-01,2022-12-05,26.145007,91.944014,Delayed,0
MPLADS-RD-00184,West Bengal,Kolkata,Kolkata Dakshin,Panchayati Raj Engineering Department,Village Road,2.47,10.36,11.05,56,55,2021-10-26,2021-12-20,22.612371,88.406427,Completed,0
MPLADS-RD-00185,Punjab,Patiala,Patiala,State PWD Division,Rural Link Road,0.84,3.87,4.09,45,50,2021-03-27,2021-05-16,30.267845,76.360292,Completed,0
MPLADS-RD-00186,Gujarat,Ahmedabad,Ahmedabad East,Block Development Office,Urban Internal Road,2.0,14.15,5.09,45,47,2019-06-20,,23.04872,72.618134,Ongoing,0
MPLADS-RD-00187,Rajasthan,Jodhpur,Jodhpur,Panchayati Raj Engineering Department,District Road,9.23,93.29,103.24,155,149,2025-05-31,2025-10-27,26.325368,73.000752,Completed,0
MPLADS-RD-00188,West Bengal,Malda,Maldaha Uttar,District Rural Development Agency (DRDA),Village Road,2.44,6.68,6.88,76,89,2020-03-24,2020-06-21,25.104025,88.272892,Completed,0
MPLADS-RD-00189,Telangana,Nizamabad,Nizamabad,Zilla Parishad,Village Road,2.15,10.43,4.42,92,70,2022-02-13,,18.680646,77.981089,Ongoing,0
MPLADS-RD-00190,Kerala,Kozhikode,Kozhikode,District Rural Development Agency (DRDA),District Road,2.69,30.12,33.48,73,108,2021-10-11,2022-01-27,11.282235,75.653288,Delayed,0
MPLADS-RD-00191,Jharkhand,Jamshedpur (East Singhbhum),Jamshedpur,Panchayati Raj Engineering Department,Rural Link Road,3.57,22.06,21.38,75,81,2024-10-28,2025-01-17,22.857743,86.156085,Completed,0
MPLADS-RD-00192,Maharashtra,Thane,Thane,District Rural Development Agency (DRDA),District Road,7.14,68.5,68.09,157,171,2023-11-21,2024-05-10,19.285436,72.974108,Completed,0
MPLADS-RD-00193,Maharashtra,Kolhapur,Kolhapur,Zilla Parishad,Urban Internal Road,1.62,23.2,9.52,59,30,2022-05-14,,16.707451,74.204566,Ongoing,0
MPLADS-RD-00194,Uttarakhand,Dehradun,Tehri Garhwal,District Rural Development Agency (DRDA),Urban Internal Road,1.15,16.73,17.2,52,55,2023-08-10,2023-10-04,30.202759,77.917462,Completed,0
MPLADS-RD-00195,West Bengal,Kolkata,Kolkata Dakshin,Block Development Office,Village Road,0.79,7.82,7.11,45,30,2021-06-04,,22.592228,88.412785,Ongoing,1
MPLADS-RD-00196,Jharkhand,Jamshedpur (East Singhbhum),Jamshedpur,Block Development Office,State Highway Link,4.18,75.81,75.06,72,85,2022-02-02,2022-04-28,22.789866,86.181288,Completed,0
MPLADS-RD-00197,Karnataka,Kalaburagi,Gulbarga,Zilla Parishad,Rural Link Road,5.37,38.03,37.88,90,95,2023-09-23,2023-12-27,17.362395,76.877714,Completed,0
MPLADS-RD-00198,West Bengal,Murshidabad,Baharampur,Municipal Corporation,District Road,1.77,15.63,15.34,46,46,2023-03-01,2023-04-16,24.151039,88.131227,Completed,0
MPLADS-RD-00199,Haryana,Karnal,Karnal,Zilla Parishad,District Road,3.62,37.11,39.54,84,107,2023-02-04,2023-05-22,29.694268,77.058337,Completed,0
MPLADS-RD-00200,Uttarakhand,Haridwar,Haridwar,Rural Engineering Services,Rural Link Road,3.31,20.23,18.8,70,79,2021-07-23,2021-10-10,29.742007,78.213342,Completed,0
MPLADS-RD-00201,West Bengal,Kolkata,Kolkata Dakshin,Rural Engineering Services,Rural Link Road,2.87,13.3,14.14,100,148,2020-03-29,2020-08-24,22.545602,88.430135,Delayed,0
MPLADS-RD-00202,Jharkhand,Ranchi,Ranchi,Municipal Corporation,Urban Internal Road,0.81,7.35,6.95,45,66,2024-10-18,2024-12-23,23.366283,85.348407,Delayed,0
MPLADS-RD-00203,West Bengal,Darjeeling,Darjeeling,Municipal Corporation,Village Road,2.79,6.39,7.16,73,81,2020-02-06,2020-04-27,27.011127,88.435991,Completed,0
MPLADS-RD-00204,Gujarat,Vadodara,Vadodara,State PWD Division,State Highway Link,12.1,211.12,213.75,206,251,2019-08-24,2020-05-01,22.504945,73.194841,Delayed,0
MPLADS-RD-00205,Madhya Pradesh,Indore,Indore,CPWD Division,District Road,3.76,34.94,35.21,102,149,2022-05-22,2022-10-18,22.718784,75.984918,Delayed,0
MPLADS-RD-00206,Assam,Jorhat,Jorhat,Block Development Office,Village Road,3.48,12.0,11.89,99,172,2021-10-11,2022-04-01,26.753986,94.17876,Delayed,0
MPLADS-RD-00207,Odisha,Cuttack,Cuttack,Zilla Parishad,Urban Internal Road,2.31,28.98,27.97,56,61,2020-07-04,2020-09-03,20.423028,85.894314,Delayed,0
MPLADS-RD-00208,Uttarakhand,Haridwar,Haridwar,CPWD Division,District Road,8.72,270.39,267.11,160,216,2022-10-24,2023-05-28,29.87647,78.22153,Delayed,1
MPLADS-RD-00209,Gujarat,Vadodara,Vadodara,Block Development Office,Village Road,0.9,9.28,9.68,45,48,2024-08-29,2024-10-16,22.322968,73.164978,Completed,1
MPLADS-RD-00210,Uttar Pradesh,Lucknow,Lucknow,Panchayati Raj Engineering Department,Urban Internal Road,1.79,12.89,12.27,59,65,2025-05-17,2025-07-21,26.93303,80.946839,Completed,0
MPLADS-RD-00211,Haryana,Gurugram,Gurgaon,Panchayati Raj Engineering Department,Rural Link Road,5.1,35.21,34.23,105,115,2021-07-27,2021-11-19,28.525557,77.088192,Completed,0
MPLADS-RD-00212,Gujarat,Bhavnagar,Bhavnagar,CPWD Division,Rural Link Road,5.35,15.97,16.84,162,158,2020-06-13,2020-11-18,21.80801,72.113101,Completed,0
MPLADS-RD-00213,Uttarakhand,Haridwar,Haridwar,Zilla Parishad,District Road,6.83,75.86,41.4,133,56,2019-04-07,,30.03547,78.136717,Ongoing,0
MPLADS-RD-00214,Maharashtra,Nashik,Nashik,Panchayati Raj Engineering Department,District Road,5.04,56.64,55.51,100,149,2025-05-31,2025-10-27,20.046211,73.717473,Delayed,0
MPLADS-RD-00215,Chhattisgarh,Raipur,Raipur,Municipal Corporation,District Road,6.91,59.98,62.58,164,166,2021-04-17,2021-09-30,21.321452,81.453385,Completed,0
MPLADS-RD-00216,Telangana,Karimnagar,Karimnagar,Municipal Corporation,Rural Link Road,5.25,33.82,35.45,71,76,2024-03-18,2024-06-02,18.331042,79.15371,Completed,0
MPLADS-RD-00217,Haryana,Hisar,Hisar,Panchayati Raj Engineering Department,Urban Internal Road,1.31,19.87,18.56,45,56,2020-10-17,2020-12-12,29.326083,75.679345,Completed,0
MPLADS-RD-00218,Maharashtra,Kolhapur,Kolhapur,State PWD Division,Urban Internal Road,0.48,6.08,5.88,50,43,2021-04-26,2021-06-08,16.557293,74.206862,Completed,0
MPLADS-RD-00219,Odisha,Sambalpur,Sambalpur,Zilla Parishad,State Highway Link,8.59,175.89,176.16,154,220,2024-06-30,2025-02-05,21.400212,83.907213,Delayed,0
MPLADS-RD-00220,Karnataka,Hubballi-Dharwad,Dharwad,CPWD Division,Village Road,2.57,12.66,12.9,82,104,2024-09-18,2024-12-31,15.383274,75.079574,Delayed,0
MPLADS-RD-00221,Uttar Pradesh,Varanasi,Varanasi,Rural Engineering Services,District Road,2.45,22.52,23.39,52,55,2021-02-18,2021-04-14,25.406637,82.954295,Completed,0
MPLADS-RD-00222,Karnataka,Kalaburagi,Gulbarga,Rural Engineering Services,State Highway Link,9.43,171.34,185.69,208,239,2021-11-27,2022-07-24,17.325733,76.942086,Completed,0
MPLADS-RD-00223,Kerala,Kozhikode,Kozhikode,Municipal Corporation,Rural Link Road,5.74,28.07,29.01,85,116,2021-11-30,2022-03-26,11.189172,75.921021,Delayed,0
MPLADS-RD-00224,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Panchayati Raj Engineering Department,Village Road,2.16,8.79,4.66,79,50,2022-07-29,,10.712481,78.743592,Ongoing,0
MPLADS-RD-00225,West Bengal,Darjeeling,Darjeeling,Panchayati Raj Engineering Department,District Road,6.37,73.19,39.95,117,66,2023-08-15,,27.075231,88.25116,Ongoing,0
MPLADS-RD-00226,Gujarat,Surat,Surat,District Rural Development Agency (DRDA),District Road,4.1,40.21,42.62,106,102,2023-01-04,2023-04-16,21.203757,72.931722,Completed,0
MPLADS-RD-00227,Jharkhand,Ranchi,Ranchi,Rural Engineering Services,Urban Internal Road,1.43,18.84,19.73,47,44,2025-05-08,2025-06-21,23.469807,85.4352,Completed,0
MPLADS-RD-00228,Bihar,Bhagalpur,Bhagalpur,State PWD Division,Village Road,2.15,8.23,7.38,72,73,2021-07-21,2021-10-02,25.324652,86.83048,Completed,0
MPLADS-RD-00229,Haryana,Hisar,Hisar,Block Development Office,Village Road,1.29,5.54,5.2,59,70,2022-06-24,2022-09-02,29.064609,75.569875,Delayed,0
MPLADS-RD-00230,Karnataka,Mysuru,Mysore,Zilla Parishad,Rural Link Road,5.37,28.57,21.58,140,79,2022-05-03,,12.227401,76.651527,Ongoing,0
MPLADS-RD-00231,Maharashtra,Nagpur,Nagpur,Rural Engineering Services,Urban Internal Road,2.81,26.71,28.42,46,51,2019-11-04,2019-12-25,21.087708,79.117776,Completed,0
MPLADS-RD-00232,Madhya Pradesh,Gwalior,Gwalior,Rural Engineering Services,Urban Internal Road,1.15,15.29,14.72,49,48,2022-09-25,2022-11-12,26.230421,78.204838,Completed,0
MPLADS-RD-00233,Chhattisgarh,Durg,Durg,Panchayati Raj Engineering Department,Village Road,1.95,7.52,3.14,75,52,2024-01-28,,21.180453,81.300575,Ongoing,0
MPLADS-RD-00234,Uttarakhand,Haridwar,Haridwar,Municipal Corporation,Village Road,0.86,4.6,2.16,51,44,2021-12-11,,29.991343,78.213655,Ongoing,0
MPLADS-RD-00235,Karnataka,Mysuru,Mysore,Zilla Parishad,Village Road,2.35,11.0,12.76,57,174,2021-01-07,2021-06-30,12.296788,76.550249,Delayed,1
MPLADS-RD-00236,Chhattisgarh,Durg,Durg,Rural Engineering Services,State Highway Link,10.57,178.0,171.09,198,218,2023-11-06,2024-06-11,21.190991,81.2984,Completed,0
MPLADS-RD-00237,Tamil Nadu,Coimbatore,Coimbatore,Zilla Parishad,Rural Link Road,4.19,13.67,13.7,125,170,2021-04-09,2021-09-26,11.025175,77.091527,Delayed,0
MPLADS-RD-00238,Gujarat,Surat,Surat,Zilla Parishad,Urban Internal Road,0.68,7.11,7.42,45,40,2025-04-10,2025-05-20,21.158535,72.799737,Completed,0
MPLADS-RD-00239,Uttarakhand,Dehradun,Tehri Garhwal,CPWD Division,State Highway Link,2.66,69.19,68.75,61,79,2023-09-24,2023-12-12,30.205245,78.147296,Delayed,0
MPLADS-RD-00240,Chhattisgarh,Bilaspur,Bilaspur,Block Development Office,District Road,3.63,47.71,50.28,81,85,2024-07-21,2024-10-14,22.23928,82.095099,Completed,0
MPLADS-RD-00241,Telangana,Nizamabad,Nizamabad,Municipal Corporation,Rural Link Road,3.86,25.5,25.11,69,73,2020-06-01,2020-08-13,18.605049,78.116763,Completed,0
MPLADS-RD-00242,Madhya Pradesh,Indore,Indore,Zilla Parishad,District Road,4.78,28.91,28.6,97,103,2020-10-10,2021-01-21,22.645114,75.777768,Completed,0
MPLADS-RD-00243,Jharkhand,Dhanbad,Dhanbad,District Rural Development Agency (DRDA),District Road,7.49,31.73,29.66,130,141,2021-09-10,2022-01-29,23.818999,86.548289,Completed,0
MPLADS-RD-00244,Telangana,Nizamabad,Nizamabad,CPWD Division,Village Road,2.28,9.3,9.3,69,75,2023-08-08,2023-10-22,18.663721,78.122318,Completed,0
MPLADS-RD-00245,Chhattisgarh,Raipur,Raipur,District Rural Development Agency (DRDA),District Road,2.64,22.31,23.5,53,53,2022-07-12,2022-09-03,21.145597,81.590704,Completed,0
MPLADS-RD-00246,Kerala,Kozhikode,Kozhikode,Rural Engineering Services,Village Road,0.51,2.16,2.13,45,52,2022-10-29,2022-12-20,11.290559,75.785231,Delayed,0
MPLADS-RD-00247,Karnataka,Belagavi,Belgaum,CPWD Division,District Road,2.98,35.9,39.0,60,84,2021-05-26,2021-08-18,15.779691,74.418205,Delayed,0
MPLADS-RD-00248,Gujarat,Surat,Surat,Municipal Corporation,Urban Internal Road,2.34,34.53,34.93,45,46,2022-02-22,2022-04-09,21.296421,72.745692,Completed,0
MPLADS-RD-00249,Rajasthan,Udaipur,Udaipur,District Rural Development Agency (DRDA),District Road,3.51,31.01,12.8,95,51,2019-11-15,,24.593411,73.592847,Ongoing,0
MPLADS-RD-00250,Karnataka,Belagavi,Belgaum,District Rural Development Agency (DRDA),State Highway Link,4.1,62.02,34.26,97,39,2022-09-08,,15.744066,74.318746,Ongoing,0
MPLADS-RD-00251,Odisha,Cuttack,Cuttack,District Rural Development Agency (DRDA),Rural Link Road,1.51,8.82,9.72,59,157,2019-08-31,2020-02-04,20.460098,85.954505,Delayed,1
MPLADS-RD-00252,Uttarakhand,Nainital,Nainital-Udhamsingh Nagar,Rural Engineering Services,Rural Link Road,3.66,34.79,34.55,74,70,2023-01-03,2023-03-14,29.271314,79.375387,Completed,0
MPLADS-RD-00253,Uttarakhand,Nainital,Nainital-Udhamsingh Nagar,Block Development Office,Rural Link Road,4.15,22.83,28.81,120,421,2024-07-09,2025-09-03,29.388465,79.530464,Delayed,1
MPLADS-RD-00254,Madhya Pradesh,Jabalpur,Jabalpur,Block Development Office,Urban Internal Road,1.25,9.5,10.6,53,54,2020-02-21,2020-04-15,23.165537,79.986014,Completed,0
MPLADS-RD-00255,Haryana,Karnal,Karnal,State PWD Division,State Highway Link,7.08,175.8,161.1,135,193,2021-04-18,2021-10-28,29.736567,76.895261,Delayed,0
MPLADS-RD-00256,Chhattisgarh,Raipur,Raipur,Block Development Office,Village Road,1.56,4.64,4.43,59,62,2022-11-20,2023-01-21,21.315155,81.573517,Completed,0
MPLADS-RD-00257,Maharashtra,Kolhapur,Kolhapur,Municipal Corporation,District Road,5.25,38.05,34.93,58,71,2020-08-15,2020-10-25,16.671912,74.222332,Completed,0
MPLADS-RD-00258,Uttar Pradesh,Agra,Agra,District Rural Development Agency (DRDA),State Highway Link,3.89,74.66,68.08,67,77,2021-05-24,2021-08-09,27.082959,77.9601,Delayed,0
MPLADS-RD-00259,Uttarakhand,Nainital,Nainital-Udhamsingh Nagar,Panchayati Raj Engineering Department,District Road,6.88,61.43,65.75,109,123,2022-05-24,2022-09-24,29.427019,79.520439,Completed,0
MPLADS-RD-00260,Assam,Kamrup Metropolitan,Guwahati,Panchayati Raj Engineering Department,Rural Link Road,1.35,7.49,7.14,53,68,2022-11-25,2023-02-01,26.130665,91.749332,Delayed,0
MPLADS-RD-00261,Telangana,Karimnagar,Karimnagar,Zilla Parishad,Rural Link Road,0.83,90.34,91.73,255,443,2024-07-18,2025-10-04,18.39836,79.151186,Completed,1
MPLADS-RD-00262,Tamil Nadu,Madurai,Madurai,Block Development Office,District Road,7.26,193.84,206.07,115,129,2020-11-21,2021-03-30,10.028307,78.197392,Completed,1
MPLADS-RD-00263,Odisha,Sambalpur,Sambalpur,Zilla Parishad,Village Road,0.97,3.17,3.28,70,74,2023-03-13,2023-05-26,21.489958,83.95541,Completed,0
MPLADS-RD-00264,Assam,Dibrugarh,Dibrugarh,Block Development Office,Urban Internal Road,1.88,17.32,5.9,45,34,2023-11-15,,27.651343,94.970112,Ongoing,0
MPLADS-RD-00265,Tamil Nadu,Coimbatore,Coimbatore,Zilla Parishad,State Highway Link,4.73,88.83,88.59,89,88,2022-05-21,2022-08-17,11.127302,77.089928,Completed,0
MPLADS-RD-00266,West Bengal,Malda,Maldaha Uttar,Panchayati Raj Engineering Department,District Road,2.68,30.15,30.96,72,84,2022-10-18,2023-01-10,25.011868,88.229495,Completed,0
MPLADS-RD-00267,Uttarakhand,Haridwar,Haridwar,Municipal Corporation,Village Road,2.57,7.48,6.85,96,105,2024-03-19,2024-07-02,29.913436,78.170198,Completed,0
MPLADS-RD-00268,Uttar Pradesh,Prayagraj,Phulpur,Municipal Corporation,State Highway Link,7.13,96.04,83.13,102,103,2023-12-03,2024-03-15,25.407271,81.866068,Completed,0
MPLADS-RD-00269,Bihar,Bhagalpur,Bhagalpur,CPWD Division,Rural Link Road,3.86,39.73,41.09,68,74,2024-12-14,2025-02-26,25.171317,86.866709,Delayed,0
MPLADS-RD-00270,Kerala,Thiruvananthapuram,Thiruvananthapuram,Rural Engineering Services,State Highway Link,2.32,50.2,51.35,50,52,2024-05-01,2024-06-22,8.504349,76.829061,Completed,0
MPLADS-RD-00271,Maharashtra,Kolhapur,Kolhapur,Municipal Corporation,State Highway Link,8.11,186.74,176.36,141,169,2022-11-28,2023-05-16,16.754037,74.232021,Completed,0
MPLADS-RD-00272,Tamil Nadu,Coimbatore,Coimbatore,Rural Engineering Services,State Highway Link,14.8,223.98,107.94,153,95,2021-02-24,,11.014561,76.973845,Ongoing,0
MPLADS-RD-00273,Punjab,Amritsar,Amritsar,Municipal Corporation,District Road,3.42,27.91,27.34,80,93,2022-12-01,2023-03-04,31.597306,74.848845,Completed,0
MPLADS-RD-00274,Telangana,Hyderabad,Hyderabad,District Rural Development Agency (DRDA),Urban Internal Road,2.32,29.53,11.19,55,45,2020-03-10,,17.287024,78.579416,Ongoing,0
MPLADS-RD-00275,Odisha,Ganjam,Berhampur,Block Development Office,Rural Link Road,5.46,31.91,13.87,88,45,2019-12-28,,19.265932,84.782837,Ongoing,0
MPLADS-RD-00276,Telangana,Warangal,Warangal,State PWD Division,Village Road,1.3,5.29,3.03,49,30,2020-05-09,,17.84911,79.489276,Ongoing,0
MPLADS-RD-00277,Bihar,Gaya,Gaya,Municipal Corporation,Rural Link Road,5.48,20.9,20.99,133,153,2020-06-19,2020-11-19,24.860229,84.986631,Completed,0
MPLADS-RD-00278,Gujarat,Vadodara,Vadodara,Panchayati Raj Engineering Department,State Highway Link,13.06,122.35,89.53,213,100,2021-02-27,,22.401241,73.196594,Ongoing,0
MPLADS-RD-00279,Punjab,Amritsar,Amritsar,Municipal Corporation,Rural Link Road,1.0,3.61,3.48,58,58,2025-06-10,2025-08-07,31.522838,74.988954,Completed,0
MPLADS-RD-00280,Karnataka,Hubballi-Dharwad,Dharwad,State PWD Division,State Highway Link,7.41,138.95,77.82,131,59,2023-06-26,,15.492842,75.104852,Ongoing,0
MPLADS-RD-00281,Telangana,Warangal,Warangal,State PWD Division,Village Road,2.12,7.74,7.86,70,79,2024-10-14,2025-01-01,17.906409,79.666086,Completed,0
MPLADS-RD-00282,Uttarakhand,Dehradun,Tehri Garhwal,State PWD Division,Rural Link Road,3.91,28.34,29.68,80,89,2020-05-17,2020-08-14,30.34306,78.051935,Completed,0
MPLADS-RD-00283,Tamil Nadu,Chennai,Chennai Central,CPWD Division,State Highway Link,2.84,49.18,52.21,84,88,2023-02-09,2023-05-08,13.080505,80.295055,Completed,0
MPLADS-RD-00284,West Bengal,Malda,Maldaha Uttar,Panchayati Raj Engineering Department,Rural Link Road,1.22,7.56,7.74,64,62,2023-06-18,2023-08-19,24.858019,88.03874,Completed,0
MPLADS-RD-00285,Haryana,Gurugram,Gurgaon,Rural Engineering Services,State Highway Link,8.86,119.7,118.84,67,78,2020-09-26,2020-12-13,28.537406,77.027263,Completed,0
MPLADS-RD-00286,Chhattisgarh,Durg,Durg,Zilla Parishad,Village Road,2.42,11.09,10.7,76,80,2023-06-28,2023-09-16,21.250182,81.289493,Completed,0
MPLADS-RD-00287,Maharashtra,Thane,Thane,Zilla Parishad,Village Road,2.92,13.7,5.62,109,63,2025-05-31,,19.295853,73.077153,Ongoing,0
MPLADS-RD-00288,Bihar,Muzaffarpur,Muzaffarpur,Zilla Parishad,District Road,6.86,42.45,26.42,113,56,2024-12-04,,26.114621,85.356736,Ongoing,0
MPLADS-RD-00289,Jharkhand,Dhanbad,Dhanbad,Rural Engineering Services,Rural Link Road,2.71,13.22,12.83,72,78,2022-07-02,2022-09-18,23.82306,86.378603,Completed,0
MPLADS-RD-00290,Telangana,Karimnagar,Karimnagar,State PWD Division,State Highway Link,10.79,117.67,118.87,78,80,2019-07-13,2019-10-01,18.606401,78.987855,Delayed,1
MPLADS-RD-00291,Jharkhand,Dhanbad,Dhanbad,State PWD Division,Rural Link Road,0.93,5.76,5.4,45,44,2023-07-07,2023-08-20,23.894046,86.478367,Completed,0
MPLADS-RD-00292,Haryana,Hisar,Hisar,Panchayati Raj Engineering Department,District Road,9.17,102.01,102.45,175,223,2020-05-08,2020-12-17,29.132765,75.645698,Delayed,0
MPLADS-RD-00293,Tamil Nadu,Salem,Salem,Municipal Corporation,Rural Link Road,3.64,22.43,23.27,95,127,2019-09-25,2020-01-30,11.841432,78.109844,Delayed,0
MPLADS-RD-00294,Punjab,Amritsar,Amritsar,Block Development Office,State Highway Link,10.73,248.13,245.86,163,177,2021-07-10,2022-01-03,31.701727,74.826625,Completed,0
